0	0.614506
1	0.611855
2	0.609344
3	0.606946
4	0.604602
5	0.602289
6	0.600002
7	0.597737
8	0.595489
9	0.593277
10	0.591086
11	0.588916
12	0.586757
13	0.584623
14	0.582506
15	0.580398
16	0.578302
17	0.576220
18	0.574148
19	0.572091
20	0.570044
21	0.568007
22	0.565985
23	0.563977
24	0.561983
25	0.559995
26	0.558016
27	0.556051
28	0.554098
29	0.552152
30	0.550222
31	0.548307
32	0.546399
33	0.544499
34	0.542609
35	0.540734
36	0.538869
37	0.537015
38	0.535173
39	0.533343
40	0.531524
41	0.529716
42	0.527916
43	0.526125
44	0.524339
45	0.522564
46	0.520802
47	0.519052
48	0.517311
49	0.515580
50	0.513856
51	0.512141
52	0.510435
53	0.508736
54	0.507040
55	0.505347
56	0.503660
57	0.501976
58	0.500293
59	0.498611
60	0.496930
61	0.495251
62	0.493573
63	0.491898
64	0.490225
65	0.488552
66	0.486882
67	0.485212
68	0.483545
69	0.481877
70	0.480209
71	0.478543
72	0.476877
73	0.475212
74	0.473548
75	0.471883
76	0.470227
77	0.468584
78	0.466945
79	0.465313
80	0.463685
81	0.462067
82	0.460460
83	0.458857
84	0.457255
85	0.455666
86	0.454081
87	0.452498
88	0.450922
89	0.449347
90	0.447775
91	0.446203
92	0.444632
93	0.443069
94	0.441514
95	0.439969
96	0.438430
97	0.436905
98	0.435389
99	0.433877
100	0.432366
101	0.430858
102	0.429357
103	0.427862
104	0.426371
105	0.424883
106	0.423398
107	0.421918
108	0.420438
109	0.418960
110	0.417484
111	0.416013
112	0.414551
113	0.413093
114	0.411637
115	0.410185
116	0.408736
117	0.407290
118	0.405845
119	0.404402
120	0.402959
121	0.401516
122	0.400074
123	0.398636
124	0.397198
125	0.395761
126	0.394325
127	0.392891
128	0.391457
129	0.390024
130	0.388592
131	0.387160
132	0.385729
133	0.384299
134	0.382873
135	0.381453
136	0.380040
137	0.378631
138	0.377227
139	0.375822
140	0.374422
141	0.373024
142	0.371632
143	0.370243
144	0.368857
145	0.367476
146	0.366097
147	0.364723
148	0.363354
149	0.361993
150	0.360634
151	0.359277
152	0.357920
153	0.356566
154	0.355216
155	0.353871
156	0.352532
157	0.351195
158	0.349866
159	0.348540
160	0.347217
161	0.345902
162	0.344587
163	0.343277
164	0.341975
165	0.340680
166	0.339388
167	0.338097
168	0.336809
169	0.335521
170	0.334239
171	0.332959
172	0.331680
173	0.330405
174	0.329137
175	0.327875
176	0.326613
177	0.325352
178	0.324095
179	0.322840
180	0.321589
181	0.320345
182	0.319102
183	0.317860
184	0.316618
185	0.315377
186	0.314138
187	0.312904
188	0.311671
189	0.310440
190	0.309209
191	0.307980
192	0.306754
193	0.305530
194	0.304310
195	0.303097
196	0.301891
197	0.300686
198	0.299486
199	0.298289
200	0.297093
201	0.295899
202	0.294707
203	0.293515
204	0.292323
205	0.291134
206	0.289945
207	0.288756
208	0.287568
209	0.286380
210	0.285194
211	0.284008
212	0.282825
213	0.281644
214	0.280465
215	0.279287
216	0.278110
217	0.276934
218	0.275759
219	0.274586
220	0.273413
221	0.272241
222	0.271070
223	0.269898
224	0.268732
225	0.267569
226	0.266407
227	0.265249
228	0.264091
229	0.262934
230	0.261778
231	0.260622
232	0.259467
233	0.258317
234	0.257170
235	0.256025
236	0.254881
237	0.253738
238	0.252595
239	0.251453
240	0.250312
241	0.249177
242	0.248045
243	0.246918
244	0.245791
245	0.244666
246	0.243542
247	0.242419
248	0.241296
249	0.240173
250	0.239054
251	0.237938
252	0.236824
253	0.235712
254	0.234600
255	0.233489
256	0.232379
257	0.231270
258	0.230160
259	0.229052
260	0.227945
261	0.226839
262	0.225734
263	0.224630
264	0.223527
265	0.222430
266	0.221337
267	0.220248
268	0.219173
269	0.218105
270	0.217040
271	0.215982
272	0.214934
273	0.213898
274	0.212866
275	0.211843
276	0.210823
277	0.209805
278	0.208791
279	0.207779
280	0.206769
281	0.205763
282	0.204759
283	0.203755
284	0.202752
285	0.201755
286	0.200771
287	0.199790
288	0.198815
289	0.197845
290	0.196880
291	0.195923
292	0.194970
293	0.194023
294	0.193077
295	0.192141
296	0.191206
297	0.190273
298	0.189340
299	0.188408
300	0.187477
301	0.186552
302	0.185633
303	0.184716
304	0.183802
305	0.182891
306	0.181983
307	0.181084
308	0.180188
309	0.179296
310	0.178409
311	0.177525
312	0.176643
313	0.175764
314	0.174888
315	0.174014
316	0.173141
317	0.172270
318	0.171402
319	0.170537
320	0.169677
321	0.168821
322	0.167965
323	0.167109
324	0.166261
325	0.165419
326	0.164580
327	0.163746
328	0.162918
329	0.162096
330	0.161277
331	0.160462
332	0.159648
333	0.158836
334	0.158025
335	0.157214
336	0.156404
337	0.155594
338	0.154784
339	0.153976
340	0.153170
341	0.152363
342	0.151559
343	0.150755
344	0.149957
345	0.149159
346	0.148366
347	0.147579
348	0.146800
349	0.146033
350	0.145270
351	0.144515
352	0.143766
353	0.143023
354	0.142284
355	0.141549
356	0.140820
357	0.140091
358	0.139366
359	0.138644
360	0.137925
361	0.137209
362	0.136495
363	0.135784
364	0.135075
365	0.134367
366	0.133662
367	0.132957
368	0.132253
369	0.131549
370	0.130845
371	0.130145
372	0.129449
373	0.128757
374	0.128066
375	0.127378
376	0.126694
377	0.126013
378	0.125331
379	0.124651
380	0.123970
381	0.123291
382	0.122613
383	0.121937
384	0.121261
385	0.120585
386	0.119913
387	0.119243
388	0.118576
389	0.117909
390	0.117245
391	0.116583
392	0.115923
393	0.115264
394	0.114606
395	0.113951
396	0.113300
397	0.112651
398	0.112004
399	0.111358
